Столбец1;work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size;continent
13459;2023;SE;FT;Data Scientist;70000;USD;70000;US;0;US;M;North America
13460;2023;MI;FT;Data Engineer;70000;USD;70000;US;0;US;M;North America
13461;2022;MI;FT;Data Engineer;70000;USD;70000;US;0;US;M;North America
13462;2022;SE;FT;Data Engineer;70000;EUR;73546;ES;0;ES;M;Europe
13463;2022;SE;FT;Data Specialist;70000;USD;70000;US;0;US;M;North America
13464;2022;SE;FT;Data Engineer;70000;USD;70000;US;0;US;M;North America
13465;2022;SE;FT;Data Specialist;70000;USD;70000;US;0;US;M;North America
13466;2022;SE;FT;Data Scientist;70000;USD;70000;US;0;US;M;North America
13467;2022;SE;FT;Data Analyst;70000;USD;70000;US;0;US;M;North America
13468;2022;SE;FT;Data Analyst;70000;USD;70000;US;0;US;M;North America
13469;2022;SE;FT;Machine Learning Engineer;70000;EUR;73546;FR;100;FR;M;Europe
13470;2022;MI;FT;Deep Learning Engineer;70000;GBP;86193;GB;100;GB;M;Europe
13471;2022;SE;FT;Data Operations Engineer;70000;USD;70000;US;0;US;M;North America
13472;2022;SE;FT;Data Engineer;70000;EUR;73546;PT;0;PT;M;Europe
13473;2022;MI;FT;Data Scientist;70000;EUR;73546;NL;50;NL;L;Europe
13474;2022;MI;FT;Data Engineer;70000;EUR;73546;GR;100;GR;M;Europe
13475;2022;MI;FT;Data Engineer;70000;GBP;86193;GB;100;GB;M;Europe
13476;2022;MI;FT;Data Engineer;70000;EUR;73546;ES;100;ES;M;Europe
13477;2022;SE;FT;Data Specialist;70000;USD;70000;US;100;US;M;North America
13478;2022;SE;FT;Data Analyst;70000;GBP;86193;GB;0;GB;M;Europe
13479;2022;MI;FT;Data Engineer;70000;EUR;73546;ES;100;ES;M;Europe
13480;2022;MI;FT;Data Engineer;70000;GBP;86193;GB;100;GB;M;Europe
13481;2022;MI;FT;Data Engineer;70000;EUR;73546;GR;100;GR;M;Europe
13482;2022;MI;FT;Data Scientist;70000;GBP;86193;GB;0;GB;M;Europe
13483;2021;SE;FT;Machine Learning Engineer;70000;EUR;82744;BE;50;BE;M;Europe
13484;2020;EN;FT;Big Data Engineer;70000;USD;70000;US;100;US;L;North America
13485;2020;EX;FT;Data Engineer;70000;EUR;79833;ES;50;ES;L;Europe
13486;2021;EN;FT;Computer Vision Software Engineer;70000;USD;70000;US;100;US;M;North America
13487;2021;SE;FT;Data Engineer;70000;GBP;96282;GB;50;GB;L;Europe
13488;2020;MI;FT;Data Scientist;70000;EUR;79833;DE;0;DE;L;Europe
13489;2021;MI;FT;Research Scientist;69999;USD;69999;CZ;50;CZ;L;Europe
13494;2023;MI;FT;Data Analyst;69570;USD;69570;US;0;US;M;North America
13495;2023;MI;FT;Data Analyst;69570;USD;69570;US;0;US;M;North America
13496;2023;EN;FT;Data Analyst;69525;USD;69525;US;100;US;M;North America
13497;2023;EN;FT;Data Integration Specialist;69500;USD;69500;US;100;US;M;North America
13498;2023;SE;FT;NLP Engineer;69500;EUR;75038;ES;100;ES;M;Europe
13501;2023;MI;FT;Data Developer;69139;USD;69139;US;100;US;M;North America
13506;2023;MI;FT;Data Analyst;69000;USD;69000;US;0;US;M;North America
13507;2023;MI;FT;Data Engineer;69000;USD;69000;US;0;US;M;North America
13508;2022;SE;FT;Data Analyst;69000;USD;69000;US;100;US;M;North America
13513;2023;SE;FT;Data Engineer;68637;USD;68637;US;100;US;M;North America
13514;2023;SE;FT;Data Analyst;68550;USD;68550;US;0;US;M;North America
13518;2023;SE;FT;Data Engineer;68400;USD;68400;US;0;US;M;North America
13519;2023;SE;FT;Data Architect;68400;USD;68400;US;0;US;M;North America
13520;2022;SE;FT;Data Analyst;68400;USD;68400;US;100;US;M;North America
13522;2023;MI;FT;Business Intelligence Specialist;68274;USD;68274;US;0;US;M;North America
13533;2023;SE;FT;Data Manager;68000;USD;68000;US;0;US;M;North America
13534;2023;SE;FT;Data Manager;68000;USD;68000;US;0;US;M;North America
13535;2023;SE;FT;Data Engineer;68000;GBP;83667;GB;100;GB;M;Europe
13536;2023;SE;FT;Data Manager;68000;USD;68000;US;0;US;M;North America
13537;2023;SE;FT;Data Manager;68000;USD;68000;US;0;US;M;North America
13538;2023;MI;FT;Data Analyst;68000;USD;68000;US;0;US;M;North America
13539;2023;SE;FT;Data Manager;68000;USD;68000;US;0;US;M;North America
13540;2023;MI;FT;Lead Data Analyst;68000;USD;68000;US;0;US;L;North America
13541;2021;MI;FT;Applied Data Scientist;68000;CAD;54238;GB;50;CA;L;North America
13542;2023;MI;FT;Data Analyst;67500;USD;67500;US;0;US;M;North America
13543;2023;MI;FT;Data Analyst;67500;USD;67500;US;0;US;M;North America
13544;2023;EN;FT;Data Analyst;67500;USD;67500;US;0;US;M;North America
13547;2023;SE;FT;Data Architect;67200;USD;67200;US;0;US;M;North America
13551;2023;SE;FT;Data Analyst;67000;USD;67000;US;100;US;M;North America
13552;2023;SE;FT;Business Intelligence Developer;67000;USD;67000;US;0;US;M;North America
13553;2023;SE;FT;BI Data Analyst;67000;EUR;72338;DE;100;DE;M;Europe
13554;2022;EN;FT;Data Analyst;67000;USD;67000;CA;0;CA;M;North America
13555;2021;SE;FT;Data Analytics Engineer;67000;EUR;79197;DE;100;DE;L;Europe
13556;2023;SE;FT;Business Intelligence Developer;66825;USD;66825;US;0;US;M;North America
13557;2022;SE;FT;Data Engineer;66822;GBP;82280;GB;100;GB;M;Europe
13559;2023;MI;FT;Data Analyst;66691;USD;66691;US;100;US;M;North America
13561;2022;EN;FT;Data Scientist;66500;CAD;51081;CA;100;CA;L;North America
13562;2023;SE;FT;NLP Engineer;66200;EUR;71475;IT;100;IT;M;Europe
13564;2022;MI;FT;Data Analyst;66100;USD;66100;US;100;US;M;North America
13571;2023;MI;FT;Data Analyst;66000;USD;66000;US;100;US;M;North America
13572;2023;SE;FT;Machine Learning Engineer;66000;USD;66000;US;0;US;M;North America
13573;2023;MI;FT;AI Research Engineer;66000;GBP;81206;GB;0;GB;M;Europe
13574;2023;SE;FT;Data Scientist;66000;EUR;71259;ES;100;ES;M;Europe
13575;2023;SE;FT;Data Analyst;66000;USD;66000;US;0;US;M;North America
13576;2023;SE;FT;Data Engineer;66000;USD;66000;US;100;US;M;North America
13577;2022;SE;FT;Data Architect;66000;USD;66000;US;100;US;M;North America
13578;2022;SE;FT;Lead Machine Learning Engineer;66000;EUR;69344;PT;100;PT;L;Europe
13579;2022;SE;FT;Data Operations Analyst;66000;USD;66000;US;100;US;M;North America
13584;2023;SE;FT;Business Intelligence Engineer;65800;USD;65800;US;0;US;L;North America
13585;2023;MI;FT;Business Intelligence Engineer;65800;USD;65800;US;0;US;L;North America
13586;2023;MI;FT;Business Intelligence Engineer;65800;USD;65800;US;0;US;L;North America
13591;2021;SE;FT;Data Scientist;65720;EUR;77684;FR;50;FR;M;Europe
13594;2023;SE;FT;Data Engineer;65488;USD;65488;US;0;US;M;North America
13595;2023;SE;FT;Data Engineer;65488;USD;65488;US;0;US;M;North America
13600;2023;MI;FT;Data Analyst;65300;USD;65300;US;0;US;M;North America
13601;2023;MI;FT;Data Operations Analyst;65100;USD;65100;US;100;US;M;North America
13602;2023;SE;FT;Data Analyst;65004;GBP;79981;GB;0;GB;M;Europe
13603;2022;SE;FT;Analytics Engineer;65004;GBP;80041;GB;100;GB;M;Europe
13635;2023;EN;FT;Research Analyst;65000;USD;65000;US;100;US;M;North America
13636;2023;MI;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13637;2023;MI;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13638;2023;EN;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13639;2023;MI;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13640;2023;EN;FT;Business Intelligence Analyst;65000;USD;65000;US;0;US;M;North America
13641;2023;MI;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13642;2023;EN;FT;Data Engineer;65000;GBP;79976;GB;0;GB;M;Europe
13643;2023;EN;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13644;2023;EN;FT;Data Analyst;65000;GBP;79976;GB;0;GB;M;Europe
13645;2023;EN;FT;Data Scientist;65000;USD;65000;US;0;US;M;North America
13646;2023;MI;FT;Data Manager;65000;USD;65000;US;100;US;M;North America
13647;2023;MI;FT;Business Intelligence Engineer;65000;USD;65000;US;100;US;M;North America
13648;2023;SE;FT;Machine Learning Infrastructure Engineer;65000;GBP;79976;GB;100;GB;M;Europe
13649;2023;SE;FT;Business Data Analyst;65000;GBP;79976;ES;100;GI;L;Europe
13650;2023;MI;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13651;2023;MI;FT;Data Quality Analyst;65000;USD;65000;US;100;US;M;North America
13652;2023;SE;FT;Machine Learning Engineer;65000;EUR;70179;IT;100;US;L;North America
13653;2023;MI;FT;Data Scientist;65000;GBP;79976;GB;100;GB;M;Europe
13654;2023;SE;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13655;2023;MI;FT;Data Strategist;65000;USD;65000;US;0;US;M;North America
13656;2023;MI;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13657;2023;SE;FT;Data Operations Engineer;65000;USD;65000;US;0;US;M;North America
13658;2023;MI;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13659;2023;EN;FT;Research Analyst;65000;USD;65000;US;0;US;M;North America
13660;2023;MI;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13661;2023;MI;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13662;2023;SE;FT;Data Scientist;65000;GBP;79976;GB;100;GB;M;Europe
13663;2023;MI;FT;Data Engineer;65000;EUR;70179;FR;100;FR;M;Europe
13664;2023;MI;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13665;2023;MI;FT;Data Architect;65000;GBP;79976;GB;0;GB;M;Europe
13666;2023;SE;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13667;2023;MI;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13668;2023;MI;FT;Data Operations Specialist;65000;USD;65000;US;0;US;M;North America
13669;2023;MI;FT;Applied Machine Learning Engineer;65000;EUR;70179;IN;100;DE;S;Europe
13670;2023;SE;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13671;2023;EN;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13672;2023;EN;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13673;2023;EN;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13674;2023;EN;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13675;2023;MI;FT;Data Scientist;65000;GBP;79976;GB;0;GB;M;Europe
13676;2023;SE;FT;Data Manager;65000;USD;65000;CO;0;CO;M;South America
13677;2023;MI;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13678;2023;MI;FT;Data Analyst;65000;GBP;79976;GB;100;GB;M;Europe
13679;2023;SE;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13680;2023;SE;FT;Data Engineer;65000;USD;65000;US;100;US;M;North America
13681;2023;MI;FT;Data Analyst;65000;GBP;79976;GB;0;GB;M;Europe
13682;2023;SE;FT;Data Engineer;65000;EUR;70179;PT;0;PT;M;Europe
13683;2022;EN;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13684;2022;MI;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13685;2022;SE;FT;Data Engineer;65000;EUR;68293;ES;0;ES;M;Europe
13686;2022;SE;FT;Data Analyst;65000;USD;65000;US;100;US;M;North America
13687;2022;SE;FT;Data Engineer;65000;EUR;68293;ES;0;ES;M;Europe
13688;2022;SE;FT;Data Engineer;65000;EUR;68293;ES;0;ES;M;Europe
13689;2022;MI;FT;Data Analyst;65000;USD;65000;CA;0;CA;M;North America
13690;2022;SE;FT;Data Management Specialist;65000;EUR;68293;IT;0;IT;L;Europe
13691;2022;MI;FT;Data Engineer;65000;USD;65000;US;0;US;M;North America
13692;2022;MI;FT;Machine Learning Engineer;65000;GBP;80036;GB;0;GB;M;Europe
13693;2022;MI;FT;Data Analyst;65000;USD;65000;US;0;US;M;North America
13694;2022;MI;FT;BI Data Analyst;65000;AUD;45050;AU;50;AU;L;Oceania
13695;2022;MI;FT;Data Engineer;65000;GBP;80036;GB;100;GB;M;Europe
13696;2022;MI;FT;Data Engineer;65000;GBP;80036;GB;100;GB;M;Europe
13697;2022;MI;FT;Data Scientist;65000;GBP;80036;GB;50;GB;M;Europe
13698;2022;SE;FT;Machine Learning Engineer;65000;USD;65000;AE;100;AE;S;Asia
13699;2022;EN;FT;Data Engineer;65000;USD;65000;US;100;US;S;North America
13700;2022;SE;FT;Machine Learning Engineer;65000;EUR;68293;IE;100;IE;S;Europe
13701;2020;MI;FT;Data Engineer;65000;EUR;74130;AT;50;AT;L;Europe
13702;2021;EN;FT;Data Science Consultant;65000;EUR;76833;DE;100;DE;S;Europe
13703;2021;EN;FT;Data Science Consultant;65000;EUR;76833;DE;0;DE;L;Europe
13704;2021;SE;FT;Data Engineer;65000;EUR;76833;RO;50;GB;S;Europe
13705;2023;SE;FT;Data Quality Analyst;64980;USD;64980;US;0;US;M;North America
13712;2023;MI;FT;Data Analyst;64500;USD;64500;US;0;US;M;North America
13713;2023;MI;FT;Data Engineer;64300;USD;64300;US;0;US;M;North America
13716;2023;EN;FT;Data Analyst;64200;USD;64200;US;100;US;M;North America
13721;2023;EN;FT;Data Analyst;64000;USD;64000;US;0;US;M;North America
13722;2023;EN;FT;Research Analyst;64000;USD;64000;US;100;US;M;North America
13723;2023;SE;FT;Data Analyst;64000;USD;64000;US;100;US;M;North America
13724;2022;EN;FT;Data Analyst;64000;USD;64000;US;100;US;L;North America
13725;2023;SE;FT;Research Analyst;63967;USD;63967;US;100;US;M;North America
13726;2022;MI;FT;Data Engineer;63900;USD;63900;US;0;US;M;North America
13727;2023;EN;FT;Data Integration Specialist;63750;USD;63750;US;100;US;M;North America
13728;2023;MI;FT;Data Analyst;63600;USD;63600;US;0;US;M;North America
13730;2023;EN;FT;Data Scientist;63200;USD;63200;US;0;US;M;North America
13732;2023;MI;FT;Data Manager;63000;USD;63000;US;0;US;L;North America
13733;2023;SE;FT;Data Engineer;63000;USD;63000;US;100;US;M;North America
13734;2023;SE;FT;Data Engineer;63000;USD;63000;US;100;US;M;North America
13735;2022;SE;FT;Data Engineer;63000;USD;63000;US;100;US;M;North America
13736;2022;EN;FT;Machine Learning Research Engineer;63000;EUR;66192;DE;50;DE;L;Europe
13737;2022;SE;FT;ETL Developer;63000;USD;63000;US;100;US;M;North America
13738;2022;SE;FT;ETL Developer;63000;USD;63000;US;100;US;M;North America
13739;2022;SE;FT;Data Engineer;63000;USD;63000;US;100;US;M;North America
13740;2022;SE;FT;Data Engineer;63000;USD;63000;US;100;US;M;North America
13741;2022;SE;FT;Analytics Engineer;63000;USD;63000;US;0;US;M;North America
13742;2022;SE;FT;Analytics Engineer;63000;USD;63000;US;0;US;M;North America
13743;2022;SE;FT;Data Engineer;63000;USD;63000;US;0;US;M;North America
13744;2022;SE;FT;ETL Developer;63000;USD;63000;US;0;US;M;North America
13745;2022;SE;FT;Data Architect;63000;USD;63000;US;0;US;M;North America
13746;2022;SE;FT;Data Engineer;63000;USD;63000;US;0;US;M;North America
13747;2022;SE;FT;Data Engineer;63000;USD;63000;US;0;US;M;North America
13748;2022;SE;FT;Data Architect;63000;USD;63000;US;0;US;M;North America
13749;2022;SE;FT;Data Engineer;63000;USD;63000;US;0;US;M;North America
13750;2023;MI;FT;Data Analyst;62500;USD;62500;US;100;US;M;North America
13751;2023;MI;FT;Data Analyst;62500;USD;62500;US;100;US;M;North America
13752;2023;MI;FT;Data Specialist;62500;USD;62500;US;100;US;M;North America
13753;2023;MI;FT;Business Intelligence Analyst;62500;USD;62500;US;100;US;M;North America
13754;2023;MI;FT;Data Specialist;62500;USD;62500;US;100;US;M;North America
13755;2022;MI;FT;Data Engineer;62500;EUR;65666;DE;50;DE;S;Europe
13764;2023;MI;FT;Data Analyst;62000;USD;62000;US;0;US;M;North America
13765;2023;MI;FT;Data Specialist;62000;USD;62000;US;0;US;M;North America
13766;2023;EN;FT;Research Analyst;62000;USD;62000;US;100;US;M;North America
13767;2023;SE;FT;Data Analyst;62000;USD;62000;US;0;US;M;North America
13768;2023;MI;FT;Data Engineer;62000;EUR;66940;ES;100;ES;M;Europe
13769;2023;MI;FT;Data Engineer;62000;GBP;76284;GB;100;GB;M;Europe
13770;2023;SE;FT;Data Analyst;62000;USD;62000;US;0;US;M;North America
13771;2023;EN;FT;Data Engineer;62000;USD;62000;US;100;US;M;North America
13772;2023;MI;FT;Data Engineer;62000;EUR;66940;ES;100;ES;M;Europe
13773;2023;MI;FT;Machine Learning Engineer;62000;GBP;76284;GB;100;GB;M;Europe
13774;2022;MI;FT;Data Analyst;62000;USD;62000;US;0;US;M;North America
13775;2022;MI;FT;Data Engineer;62000;EUR;65141;FR;100;FR;M;Europe
13776;2021;MI;FT;Data Analyst;62000;USD;62000;US;0;US;L;North America
13779;2023;MI;FT;Data Analyst;61800;USD;61800;US;100;US;M;North America
13780;2023;EN;FT;Data Engineer;61800;USD;61800;US;100;US;M;North America
13781;2023;EN;FT;Data Analyst;61800;USD;61800;US;100;US;M;North America
13782;2023;EN;FT;Data Engineer;61800;USD;61800;US;100;US;M;North America
13783;2023;EN;FT;Data Engineer;61800;USD;61800;US;100;US;M;North America
13787;2020;MI;FT;Data Engineer;61500;EUR;70139;FR;50;FR;L;Europe
13789;2022;SE;FT;Data Analyst;61300;USD;61300;CA;100;CA;M;North America
13790;2022;SE;FT;Data Analyst;61300;USD;61300;CA;100;CA;M;North America
13791;2023;EN;FT;Data Analyst;61200;USD;61200;US;0;US;M;North America
13792;2023;MI;FT;Data Analyst;61200;USD;61200;US;0;US;M;North America
13794;2022;MI;FT;Data Scientist;61000;EUR;64090;DE;0;DE;M;Europe
13797;2023;SE;FT;BI Developer;60600;GBP;74562;GB;0;GB;M;Europe
13799;2023;MI;FT;Data Engineer;60400;USD;60400;US;100;US;M;North America
13801;2023;SE;FT;Data Manager;60027;GBP;73857;GB;0;GB;M;Europe
13819;2022;SE;FT;Admin & Data Analyst;60000;USD;60000;IN;100;IN;M;Asia
13828;2023;EN;FT;Data Analyst;60000;USD;60000;US;0;US;M;North America
13829;2023;SE;FT;Data Scientist;60000;EUR;64781;ES;0;ES;M;Europe
13830;2023;MI;FT;Data Specialist;60000;USD;60000;US;0;US;M;North America
13831;2023;MI;FT;Data Scientist;60000;USD;60000;US;0;US;M;North America
13832;2023;EN;FT;Data Engineer;60000;USD;60000;US;100;US;M;North America
13833;2023;EN;FT;Research Analyst;60000;USD;60000;US;100;US;M;North America
13834;2023;SE;FT;Data Scientist;60000;EUR;64781;ES;0;ES;M;Europe
13835;2023;SE;FT;Business Intelligence Engineer;60000;GBP;73824;GB;0;GB;M;Europe
13836;2023;EN;FT;Data Analyst;60000;GBP;73824;GB;0;GB;M;Europe
13837;2023;MI;FT;Data Product Owner;60000;GBP;73824;GB;0;GB;M;Europe
13838;2023;MI;FT;Data Scientist;60000;USD;60000;US;0;US;M;North America
13839;2023;EN;FT;Data Management Analyst;60000;USD;60000;US;100;US;M;North America
13840;2023;MI;FT;Data Scientist;60000;EUR;64781;ES;100;ES;L;Europe
13841;2023;MI;FT;Data Scientist;60000;USD;60000;US;0;US;M;North America
13842;2023;EN;FT;Data Engineer;60000;USD;60000;US;0;US;M;North America
13843;2023;MI;FT;Data Scientist;60000;GBP;73824;GB;0;GB;M;Europe
13844;2023;MI;FT;Data Quality Analyst;60000;USD;60000;US;100;US;M;North America
13845;2023;MI;FT;Data Engineer;60000;GBP;73824;GB;0;GB;M;Europe
13846;2023;MI;FT;Data Manager;60000;GBP;73824;GB;0;GB;M;Europe
13847;2023;MI;FT;Analytics Engineer;60000;GBP;73824;GB;0;GB;M;Europe
13848;2023;SE;FT;Data Specialist;60000;USD;60000;US;0;US;M;North America
13849;2023;SE;FT;Data Engineer;60000;GBP;73824;GB;0;GB;M;Europe
13850;2020;EN;CT;Staff Data Analyst;60000;CAD;44753;CA;50;CA;L;North America
13851;2023;SE;FT;Data Analyst;60000;GBP;73824;GB;0;GB;M;Europe
13852;2023;SE;FT;Machine Learning Operations Engineer;60000;USD;60000;TH;100;US;L;North America
13853;2023;MI;FT;Data Analyst;60000;GBP;73824;GB;0;GB;M;Europe
13854;2023;SE;FT;AI Engineer;60000;EUR;64781;ES;100;ES;M;Europe
13855;2023;SE;FT;AI Scientist;60000;EUR;64781;DE;50;DE;L;Europe
13856;2023;SE;FT;Data Engineer;60000;USD;60000;BR;100;BR;M;South America
13857;2023;MI;FT;Data Scientist;60000;GBP;73824;GB;0;GB;M;Europe
13858;2023;MI;FT;Power BI Developer;60000;EUR;64781;PL;100;DK;L;Europe
13859;2023;SE;FT;Applied Data Scientist;60000;EUR;64781;DE;0;DE;L;Europe
13860;2023;EN;FT;Data Analyst;60000;USD;60000;US;0;US;M;North America
13861;2023;MI;FT;Data Analyst;60000;USD;60000;US;100;US;M;North America
13862;2023;MI;FT;Data Engineer;60000;EUR;64781;FR;100;FR;M;Europe
13863;2023;MI;FT;Data Scientist;60000;GBP;73824;GB;0;GB;M;Europe
13864;2023;MI;FT;Data Engineer;60000;USD;60000;CO;100;CO;M;South America
13865;2023;MI;FT;Data Analyst;60000;USD;60000;US;0;US;M;North America
13866;2023;EN;FT;Compliance Data Analyst;60000;USD;60000;US;100;US;L;North America
13867;2023;MI;FT;Data Analyst;60000;GBP;73824;GB;0;GB;M;Europe
13868;2023;MI;FT;Data Manager;60000;GBP;73824;GB;0;GB;M;Europe
13869;2023;EN;FT;Data Analyst;60000;USD;60000;US;100;US;M;North America
13870;2023;SE;FT;Data Analyst;60000;USD;60000;US;0;US;M;North America
13871;2023;SE;FT;Data Analyst;60000;USD;60000;CO;100;CO;M;South America
13872;2023;MI;FT;Analytics Engineer;60000;GBP;73824;GB;0;GB;M;Europe
13873;2021;SE;FL;Machine Learning Developer;60000;USD;60000;NG;100;NG;M;Africa
13874;2023;EN;FT;BI Data Analyst;60000;USD;60000;AR;100;US;M;North America
13875;2020;MI;CT;Sales Data Analyst;60000;USD;60000;NG;0;NG;M;Africa
13876;2023;SE;FT;Data Engineer;60000;USD;60000;CO;100;CO;M;South America
13877;2023;SE;FT;Data Engineer;60000;USD;60000;AR;100;AR;M;South America
13878;2023;SE;FT;NLP Engineer;60000;EUR;64781;ES;100;ES;M;Europe
13879;2023;EN;FT;BI Data Engineer;60000;USD;60000;US;100;US;M;North America
13880;2023;MI;FT;Data Analyst;60000;GBP;73824;GB;0;GB;M;Europe
13881;2023;SE;FT;AI Developer;60000;USD;60000;UA;0;UA;M;Europe
13882;2023;MI;FT;Data Scientist;60000;GBP;73824;GB;0;GB;M;Europe
13883;2023;EN;FT;Data Analyst;60000;USD;60000;US;100;US;M;North America
13884;2023;MI;FT;Data Engineer;60000;USD;60000;MX;100;MX;M;North America
13885;2023;MI;FT;Data Scientist;60000;EUR;64781;FR;50;FR;M;Europe
13886;2023;EN;FT;AI Developer;60000;EUR;64781;DE;0;DE;M;Europe
13887;2023;MI;FT;Data Analyst;60000;USD;60000;US;0;US;M;North America
13888;2023;MI;FT;Data Analyst;60000;GBP;73824;HR;0;HR;M;Europe
13889;2023;MI;FT;Data Science Lead;60000;GBP;73824;GB;0;GB;M;Europe
13890;2023;EN;FT;Data Analyst;60000;USD;60000;US;100;US;M;North America
13891;2023;EN;FT;Research Engineer;60000;USD;60000;GB;100;GB;M;Europe
13892;2023;EN;FT;Data Analyst;60000;USD;60000;US;100;US;L;North America
13893;2023;SE;FT;Data Analyst;60000;USD;60000;US;0;US;M;North America
13894;2023;MI;FT;Machine Learning Research Engineer;60000;GBP;73824;GB;0;GB;L;Europe
13895;2022;MI;FT;Data Analyst;60000;USD;60000;US;100;US;M;North America
13896;2022;MI;FT;Data Engineer;60000;GBP;73880;GB;100;GB;M;Europe
13897;2022;MI;FT;Data Analyst;60000;USD;60000;US;100;US;M;North America
13898;2022;MI;FT;Data Scientist;60000;EUR;63040;FR;100;FR;M;Europe
13899;2022;MI;FT;Analytics Engineer;60000;GBP;73880;GB;0;GB;M;Europe
13900;2022;SE;FT;Data Engineer;60000;EUR;63040;PT;0;PT;M;Europe
13901;2022;MI;FT;Data Operations Engineer;60000;USD;60000;US;100;US;M;North America
13902;2022;MI;CT;NLP Engineer;60000;USD;60000;IN;100;US;S;North America
13903;2022;SE;FT;Machine Learning Engineer;60000;EUR;63040;FI;50;FI;S;Europe
13904;2022;MI;FT;Data Operations Engineer;60000;USD;60000;US;100;US;M;North America
13905;2022;MI;FT;Data Operations Engineer;60000;USD;60000;US;100;US;M;North America
13906;2022;MI;FT;Data Engineer;60000;GBP;73880;GB;0;GB;M;Europe
13907;2022;MI;FT;Data Engineer;60000;GBP;73880;GB;100;GB;M;Europe
13908;2022;MI;FT;Data Engineer;60000;EUR;63040;ES;100;ES;M;Europe
13909;2022;MI;FT;Data Engineer;60000;EUR;63040;GR;100;GR;M;Europe
13910;2022;MI;FT;Data Engineer;60000;GBP;73880;GB;100;GB;M;Europe
13911;2022;SE;FT;Data Science Engineer;60000;USD;60000;AR;100;MX;L;North America
13912;2022;MI;FT;Data Engineer;60000;GBP;73880;GB;0;GB;M;Europe
13913;2022;SE;FT;Data Engineer;60000;GBP;73880;GB;0;GB;M;Europe
13914;2022;SE;FT;Data Analyst;60000;USD;60000;US;100;US;M;North America
13915;2021;MI;FT;Big Data Engineer;60000;USD;60000;ES;50;RO;M;Europe
13916;2021;MI;FT;Data Engineer;60000;GBP;82528;GB;100;GB;L;Europe
13917;2020;SE;FT;Data Scientist;60000;EUR;68428;GR;100;US;L;North America
13918;2021;EN;FT;Data Analyst;60000;USD;60000;US;100;US;S;North America
13919;2021;EN;FT;Research Scientist;60000;GBP;82528;GB;50;GB;L;Europe
13920;2020;MI;FT;Data Scientist;60000;GBP;76958;GB;100;GB;S;Europe
13921;2020;SE;FL;Computer Vision Engineer;60000;USD;60000;RU;100;US;S;North America
13924;2023;SE;FT;Data Engineer;59565;EUR;64311;ES;100;ES;M;Europe
13926;2023;MI;FT;Data Analyst;59500;USD;59500;US;0;US;M;North America
13927;2023;SE;FT;Data Analyst;59400;USD;59400;US;100;US;M;North America
13929;2023;SE;FT;Data Science;59200;USD;59200;US;0;US;M;North America
13930;2023;MI;FT;Data Analyst;59000;USD;59000;US;100;US;M;North America
13931;2023;MI;FT;Data Engineer;59000;GBP;72593;GB;0;GB;M;Europe
13932;2023;MI;FT;Data Analyst;59000;USD;59000;US;100;US;M;North America
13933;2023;SE;FT;Data Scientist;59000;EUR;63701;CY;50;EE;L;Europe
13934;2022;MI;FT;Research Scientist;59000;EUR;61989;AT;0;AT;L;Europe
13935;2021;MI;PT;Data Engineer;59000;EUR;69741;NL;100;NL;L;Europe
13936;2021;EX;FT;Data Science Consultant;59000;EUR;69741;FR;100;ES;S;Europe
13939;2023;MI;FT;Data Analyst;58500;USD;58500;US;0;US;M;North America
13947;2023;MI;FT;Data Engineer;58400;USD;58400;US;0;US;M;North America
13948;2023;MI;FT;Data Engineer;58400;USD;58400;US;0;US;M;North America
13949;2023;MI;FT;Data Engineer;58400;USD;58400;US;0;US;M;North America
13950;2023;SE;FT;Data Engineer;58400;USD;58400;US;0;US;M;North America
13951;2023;EN;FT;Data Analyst;58400;USD;58400;US;0;US;M;North America
13952;2023;SE;FT;Data Engineer;58400;USD;58400;US;0;US;M;North America
13953;2023;MI;FT;Data Engineer;58400;USD;58400;US;0;US;M;North America
